[name]ODDAJANJE SOB METKA GRETA KERŠTANJ S.P. |[address]Borovška cesta, 8 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.4852725, 13.7939655 |[pref contact] [Telefon: 04 588 55 33] 
[name]IRENA SAMBT - KMETIJA Z NASTANITVIJO POTOČEK IN SONCE |[address]Tešanovci, 111 |[city]Moravske Toplice |[zipcode]9226 |[coordinates]46.6769373, 16.2544075 |[pref contact] [GSM: 040 838 642] 
[name]NIVEA BROZINA - sobodajalka |[address]Cesta I. Istrske brigade, 79 |[city]Pobegi |[zipcode]6276 |[coordinates]45.5381886, 13.8028187 |[pref contact] [GSM: 031 529 838] 
[name]TAMARA LUKMAN - NOSILKA DEJAVNOSTI NA KMETIJI - KMETIJA Z NASTANITVIJO |[address]Snežatno, 31 |[city]Kojsko |[zipcode]5211 |[coordinates]45.9992052, 13.5755344 |[pref contact] [Telefon: 05/3046210, Telefaks: janko.stekar@siol.net] 
[name]LOVRENC SODJA - SOBODAJALEC |[address]Stara Fužina, 250 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.288666, 13.894894 |[pref contact] [GSM: 041 620 138]
[name]MPC-TRGOVINA, MESARSTVO, STORITVE MIHAEL PODOBNIK S.P. |[address]Trg Sv. Ahacija, 8 |[city]Idrija |[zipcode]5280 |[coordinates]46.0000564, 14.0224368 |[pref contact] [Telefon: 05 37 22 410, Elektronska pošta: miha.podobnik@volja.net, GSM: 031 60 33 33]
[name]APARTMAJI RUČNA, TEA RUČNA SOBODAJALKA |[address]Idrsko, 26 |[city]Kobarid |[zipcode]5222 |[coordinates]46.2321266, 13.5926181 |[pref contact] [GSM: 031 238 392, Elektronska pošta: TEA.RUCNA@GMAIL.COM]
[name]VILA MOJ MIR, GOSTIŠČE, JANEZ KOPAVNIK S.P. |[address]Rateče, 88 |[city]Rateče Planica |[zipcode]4283 |[coordinates]46.4974638, 13.7122229 |[pref contact] [GSM: 041 774 930]
[name]BORIS KUNČIČ - SOBODAJALEC |[address]Kočna, 43 |[city]Blejska Dobrava |[zipcode]4273 |[coordinates]46.41320899999999, 14.0794566 |[pref contact] [GSM: 041 721 647, GSM: 041 350 516, Elektronska pošta: kuncic.boris@gmail.com]
[name]MIZARSKE STORITVE BENJAMIN SABOTIČ S.P. |[address]Sedlo, 36 |[city]Breginj |[zipcode]5223 |[coordinates]46.253595, 13.4387796 |[pref contact] [Telefon: 05 384 56 73] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Vojsko, 21 |[city]Idrija |[zipcode]5280 |[coordinates]46.0242758, 13.903825 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Črmošnjice, 27 |[city]Semič |[zipcode]8333 |[coordinates]45.6721107, 15.1014419 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Libeliška Gora, 34 |[city]Libeliče |[zipcode]2372 |[coordinates]46.6137884, 14.9444878 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Javorniški Rovt, 25 |[city]Jesenice |[zipcode]4270 |[coordinates]46.4576889, 14.1023485 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Fiesa, 80 |[city]Piran - Pirano |[zipcode]6330 |[coordinates]45.5248371, 13.5834451 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Spuhlja, 34 |[city]Ptuj |[zipcode]2250 |[coordinates]46.4156637, 15.9201681 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Seča, 152 |[city]Portorož - Portorose |[zipcode]6320 |[coordinates]45.5016207, 13.592347 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Veliki Boč, 31 |[city]Sv. Duh na Ostrem Vrhu |[zipcode]2353 |[coordinates]46.6147347, 15.5158674 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Bevkova ulica, 22 |[city]Cerkno |[zipcode]5282 |[coordinates]46.1274867, 13.9865873 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Dijaška ulica, 14 |[city]Tolmin |[zipcode]5220 |[coordinates]46.1786112, 13.7339648 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]MATILDA CVETEK - SOBODAJALKA |[address]Ribčev Laz, 137 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.2748814, 13.8910449 |[pref contact] [Elektronska pošta: INFO@BOHINJ-INFO.COM Telefon: (386)45746010] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Dolenja vas pri Čatežu, 19 |[city]Velika Loka |[zipcode]8212 |[coordinates]45.9664721, 14.9689703 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Rakov Škocjan, 2 |[city]Cerknica |[zipcode]1380 |[coordinates]45.7961013, 14.2876258 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Gorenji Radenci, 1 |[city]Stari trg ob Kolpi |[zipcode]8342 |[coordinates]45.4674616, 15.0917665 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Fara, 3 |[city]Kostel |[zipcode]1336 |[coordinates]45.475898, 14.8819014 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Breg, 13 |[city]Mežica |[zipcode]2392 |[coordinates]46.5059469, 14.8489089 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Slivniško Pohorje, 39 |[city]Pohorje |[zipcode]2208 |[coordinates]46.5331695, 15.5995804 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Tomšičeva ulica, 15 |[city]Murska Sobota |[zipcode]9000 |[coordinates]46.6549184, 16.1599791 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Medvedje Brdo, 13 |[city]Rovte |[zipcode]1373 |[coordinates]45.9680018, 14.1358501 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Gorenje pri Zrečah, 19 |[city]Zreče |[zipcode]3214 |[coordinates]46.4031343, 15.3922879 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]Oddaja sob, Staša Elina Verbič s.p. |[address]Soška ulica, 13 |[city]Ljubljana |[zipcode]1000 |[coordinates]46.0398837, 14.4919781 |[pref contact] [Elektronska pošta: stasa.verbic@gmail.com Telefon: ] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Vitranška ulica, 9 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.4824342, 13.7801073 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Livške Ravne, 9 |[city]Kobarid |[zipcode]5222 |[coordinates]46.192213, 13.6182493 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Cesta na stadion, 5 |[city]Kočevje |[zipcode]1330 |[coordinates]45.6389092, 14.8563716 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI |[address]Ribčev Laz, 63 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.2840104, 13.8594144 |[pref contact] [Telefon: 01 234 86 00, Telefaks: 01 234 86 30, Elektronska pošta: info@csod.si] 
[name]Poslovno svetovanje, Polona Urbanc, s.p. |[address]Belsko, 9 |[city]Postojna |[zipcode]6230 |[coordinates]45.8185084, 14.1569214 |[pref contact] [Elektronska pošta: N/A Telefon: (386)31659804] 
[name]TURISTIČNA PONUDBA IN USLUGE, ZUPAN GREGOR S.P. |[address]Bohinjska Bela, 63 |[city]Bohinjska Bela |[zipcode]4263 |[coordinates]46.3406296, 14.059505 |[pref contact] [Elektronska pošta: gregor.zupan2@gmail.com Telefon: (386)41907329] 
[name]STANKO PEKOVEC - SOBODAJALEC |[address]Ukanc, 212 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.2620581, 13.843671 |[pref contact] [GSM: 031 457 201, Elektronska pošta: stane.pekovec@gmail.com] 
[name]PRIMOŽ MARUŠIČ - DOPOLNILNA DEJAVNOST NA KMETIJI |[address]Lokvica, 25 |[city]Miren |[zipcode]5291 |[coordinates]45.8615222, 13.6045915 |[pref contact] [Elektronska pošta: primoz.marusic@email.si, GSM: 031 314 480] 
[name]TESKRO, gradbeništvo ter obdelava in predelava lesa, d.o.o. |[address]Ambrož pod Krvavcem, 16 |[city]Cerklje na Gorenjskem |[zipcode]4207 |[coordinates]46.2750221, 14.5259508 |[pref contact] [Telefon: 031 319 150, Telefaks: 01 834 18 55, Elektronska pošta: teskro@siol.net] 
[name]MEŽIK ANDREJ - SOBODAJALEC |[address]Rateče, 29 |[city]Rateče Planica |[zipcode]4283 |[coordinates]46.4974202, 13.7171361 |[pref contact] [Elektronska pošta: andrejmezik@gmail.com Telefon: (386)40298606] 
[name]MARJAN GORIŠEK - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI - VINOTOČ |[address]Drča, 17 |[city]Šentjernej |[zipcode]8310 |[coordinates]45.8208332, 15.3586036 |[pref contact] [Telefon: 041-521-120] 
[name]JANEZ LOGAR - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Studor v Bohinju, 31 |[city]Srednja vas v Bohinju |[zipcode]4267 |[coordinates]46.2947443, 13.9136387 |[pref contact] [Elektronska pošta: INFO@BOHINJ-INFO.COM Telefon: (386)45746010] 
[name]MARIJA URH - SOBODAJALKA |[address]Stara Fužina, 56 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.288666, 13.894894 |[pref contact] [GSM: 041 971 613] 
[name]PLETNARSTVO JAKOB KAJDIŽ S.P. |[address]Mlinska cesta, 11 |[city]Bled |[zipcode]4260 |[coordinates]46.3589048, 14.1002957 |[pref contact] [Telefon: 041 891-390, Elektronska pošta: jaka_kajdiz@hotmail.com] 
[name]Stairway, oddajanje v najem, Saša Potočnik Židan s.p. |[address]Poljanska cesta, 20 |[city]Ljubljana |[zipcode]1000 |[coordinates]46.0500051, 14.5154876 |[pref contact] [GSM: 040883465, Elektronska pošta: potocnik.sasa@gmail.com] 
[name]MARINKA HODNIK - SOBODAJALKA |[address]Srednja vas v Bohinju, 13 |[city]Srednja vas v Bohinju |[zipcode]4267 |[coordinates]46.29697789999999, 13.9262573 |[pref contact] [Telefon: 04 572 36 30] 
[name]HOTEL IN RESTAVRACIJA ROŠKAR, KAROLINA ROŠKAR s.p. |[address]Hajdoše, 43 |[city]Hajdina |[zipcode]2288 |[coordinates]46.42661750000001, 15.8265053 |[pref contact] [Telefon: 02-782-3201, GSM: 040 554 399, Elektronska pošta: info@hotelroskar.com] 
[name]IRENA KONCILIJA - NOSILKA DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Pirševo, 3 |[city]Laze v Tuhinju |[zipcode]1219 |[coordinates]46.2232634, 14.7071565 |[pref contact] [Elektronska pošta: apartmaji-koncilija@hotmail.com Telefon: (386)18392703] 
[name]Sobodajalstvo - Pension Silvia, Samo Valič s.p. |[address]Vilfanova ulica, 12 |[city]Portorož - Portorose |[zipcode]6320 |[coordinates]45.5175304, 13.5759436 |[pref contact] [Telefon: 05 674 93 00, Spletni naslov: www.pension-silvia.si , Elektronska pošta: info@pension-silvia.si] 
[name]LAVRIČ MARJANA - ODDAJANJE APARTMAJA |[address]Gregorčičeva ulica, 27 |[city]Bled |[zipcode]4260 |[coordinates]46.3680136, 14.121509 |[pref contact] [Elektronska pošta: app.lavric@telemach.net Telefon: (386)41686833] 
[name]ZUPANC JANA - SOBODAJALKA |[address]Srednja vas v Bohinju, 6 |[city]Srednja vas v Bohinju |[zipcode]4267 |[coordinates]46.2971641, 13.9269807 |[pref contact] [GSM: 031 271 832, Elektronska pošta: zupanc.jana@gmail.com] 
[name]ANTONIJA BRUDAR - SOBODAJALKA |[address]Rateče, 121 |[city]Rateče Planica |[zipcode]4283 |[coordinates]46.4993932, 13.7157849 |[pref contact] [Telefon: 04 5876 112] 
[name]GOSTILNA BATIŠT TOMAŽ ZUPAN S.P. |[address]Bohinjska Bela, 128 |[city]Bohinjska Bela |[zipcode]4263 |[coordinates]46.3406296, 14.059505 |[pref contact] [Elektronska pošta: sobe.batist.zupan@gmail.com Telefon: (386)45720100] 
[name]MATILDA ARH - SOBODAJALKA |[address]Pod Rebrom, 16 |[city]Bohinjska Bistrica |[zipcode]4264 |[coordinates]46.2692451, 13.9524443 |[pref contact] [Elektronska pošta: INFO@BOHINJ-INFO.COM Telefon: (386)45746010] 
[name]GOSTINSTVO FURLAN PATRICIJA FURLAN S.P. |[address]Branik, 79 |[city]Branik |[zipcode]5295 |[coordinates]45.8584853, 13.7903502 |[pref contact] [Telefon: 05 305 76 06, Elektronska pošta: gostilna.furlan@siol.net] 
[name]TAI CHI TRAVELERS, Dominika Osvald s.p., umetniško ustvarjanje in upravljanje nepremičnin |[address]Usnjarska ulica, 1 |[city]Maribor |[zipcode]2000 |[coordinates]46.5567784, 15.6463046 |[pref contact] [GSM: 068 184 190] 
[name]TAI CHI TRAVELERS, Dominika Osvald s.p., umetniško ustvarjanje in upravljanje nepremičnin |[address]Macunova ulica, 6 |[city]Maribor |[zipcode]2000 |[coordinates]46.5362474, 15.6019289 |[pref contact] [GSM: 068 184 190] 
[name]AMITIS SKRT - sobodajalka |[address]Belokriška cesta, 38 |[city]Portorož - Portorose |[zipcode]6320 |[coordinates]45.517214, 13.5872562 |[pref contact] [GSM: 031 547 420] 
[name]VERBIČ ZDRAVKO SOBODAJALEC |[address]Ljubljanska cesta, 32 |[city]Postojna |[zipcode]6230 |[coordinates]45.7785524, 14.2164282 |[pref contact] [Telefon: 041 761 701] 
[name]SMUČARSKI KLUB VELENJE |[address]Rečica ob Savinji, 65 |[city]Rečica ob Savinji |[zipcode]3332 |[coordinates]46.323974, 14.9223557 |[pref contact] [Spletni naslov: www.skvelenje.si, GSM: 051 307 006, Elektronska pošta: skvelenje@gmail.com] 
[name]IRENA ISKRA MIKLAVČIČ, dopolnilna dejavnost na kmetiji - Turistična kmetija DOMAČIJA VRBIN |[address]Kačiče-Pared, 25 |[city]Divača |[zipcode]6215 |[coordinates]45.64996499999999, 13.9753794 |[pref contact] [GSM: 041 473 905, Elektronska pošta: vrbin@amis.net] 
[name]ADA MARIJA BUTINAR - SOBODAJALKA |[address]Tomažičeva ulica, 8 |[city]Ankaran - Ancarano |[zipcode]6280 |[coordinates]45.58206, 13.7362046 |[pref contact] [Elektronska pošta: am_butinar@t-2.net Telefon: (386)41713797] 
[name]TURIZEM IN GOSTINSTVO "CAMPING KAMNE", ANA VOGA S.P. |[address]Dovje, 9 |[city]Mojstrana |[zipcode]4281 |[coordinates]46.4640114, 13.9584108 |[pref contact] [Spletni naslov: http://campingkamne.com, GSM: 041 822 595, Telefaks: 04 5 891 105, Telefon: 04 5 891 105, Elektronska pošta: campingkamne@telemach.net] 
[name]KMETIJA Z NASTANITVIJO IN STORITVE S KMETIJSKO IN GOZDARSKO MEHANIZACIJO TER OPREMO - JEŽ BOŽO - NOSILEC DOPOLNITVE DEJAVNOSTI NA KMETIJI |[address]Nanos, 6 |[city]Vipava |[zipcode]5271 |[coordinates]45.8191915, 14.0189089 |[pref contact] [Telefon: 050 332 002, 05 364 44 72] 
[name]JANEZ OMAHEN - SOBODAJALEC |[address]Stara Fužina, 136 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.288666, 13.894894 |[pref contact] [GSM: 041 633 920] 
[name]GYULA CSÁSZÁR - SOBODAJALEC |[address]Brdo, 72 |[city]Bovec |[zipcode]5230 |[coordinates]46.33385149999999, 13.5494669 |[pref contact] [GSM: 041 859 941, Elektronska pošta: gyula.csaszar@yahoo.com] 
[name]STUDIO TEHNIK Gradbeništvo, trgovina, gostinstvo d.o.o. |[address]Industrijska cesta, 5 |[city]Nova Gorica |[zipcode]5000 |[coordinates]45.953835, 13.6639366 |[pref contact] [Telefon: 05 333 12 30, Telefaks: 05 333 12 31, Spletni naslov: www.hotel-siesta.si, Elektronska pošta: info@hotel.siesta.si] 
[name]MAGRES, podjetje za zastopanje, trgovino in storitve, d.o.o., Železniki |[address]Jezerci, 20 |[city]Gozd Martuljek |[zipcode]4282 |[coordinates]46.4864784, 13.8366831 |[pref contact] [Elektronska pošta: magres.urh@siol.net Telefon: ] 
[name]GOSTIŠČE TAVERNA, DINO KRUHOBEREC S.P. |[address]Svetinje, 21 |[city]Ivanjkovci |[zipcode]2259 |[coordinates]46.4693753, 16.1721818 |[pref contact] [Elektronska pošta: taverna-jeruzalem@siol.net Telefon: N/A] 
[name]ANA CVETEK - SOBODAJALKA |[address]Stara Fužina, 61 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.288666, 13.894894 |[pref contact] [Telefon: 04 572 34 06] 
[name]NASSA DESELLA d.o.o., turizem, kultura in trgovina, Štanjel 6a, Štanjel |[address]Štanjel, 6 |[city]Štanjel |[zipcode]6222 |[coordinates]45.8230886, 13.8461544 |[pref contact] [Telefon: 7690 018] 
[name]MERCUR TURIST trgovsko, turistično, gostinsko, proizvodno in svetovalno podjetje d.o.o. Brežice |[address]Dvorce, 3 |[city]Brežice |[zipcode]8250 |[coordinates]45.8860506, 15.6114395 |[pref contact] [Elektronska pošta: mercur.turist@siol.net Telefon: (386)74994870] 
[name]JEZERŠEK GOSTINSTVO d.o.o. |[address]Zgornji Brnik, 63 |[city]Cerklje na Gorenjskem |[zipcode]4207 |[coordinates]46.23599859999999, 14.4871643 |[pref contact] [Telefon: 01 361 94 11, Telefaks: 01 361 36 31, Elektronska pošta: info@jezersek.com] 
[name]GOSTILNA ŽOLNIR, gostinstvo, turizem in storitve, d.o.o. |[address]Jablance, 9 |[city]Kostanjevica |[zipcode]8311 |[coordinates]45.8455333, 15.4480458 |[pref contact] [Telefon:  07 49 87 133, GSM: 041 614 535] 
[name]GOSTILNA ŽOLNIR, gostinstvo, turizem in storitve, d.o.o. |[address]Krška cesta, 4 |[city]Kostanjevica |[zipcode]8311 |[coordinates]45.8509473, 15.4199204 |[pref contact] [Telefon:  07 49 87 133, GSM: 041 614 535] 
[name]SIMONA ZALOKAR LUŽNIK - SOBODAJALKA |[address]Ribčev Laz, 75 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.2748814, 13.8910449 |[pref contact] [Telefon: 04 572 34 24] 
[name]BORIS DOLENC - TURISTIČNA KMETIJA |[address]Sajevče, 8 |[city]Hruševje |[zipcode]6225 |[coordinates]45.7447945, 14.1132598 |[pref contact] [Telefon: 05 756 20 22] 
[name]GOSTIŠČE PRI TONETU, BOJAN SVENŠEK s.p. |[address]Zadružni trg, 13 |[city]Ptuj |[zipcode]2250 |[coordinates]46.416546, 15.8651325 |[pref contact] [Telefon: 02/ 788 56 83] 
[name]SKEI-SINDIKAT PODJETJA INKOS KRMELJ |[address]Pacug, 24 |[city]Portorož - Portorose |[zipcode]6320 |[coordinates]45.523891, 13.5910432 |[pref contact] [Elektronska pošta: hermina.papez@inkos.si Telefon: N/A] 
[name]KOROŠEC BREDA - ODDAJANJE POČITNIŠKIH STANOVANJ |[address]Stara Fužina, 137 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.288666, 13.894894 |[pref contact] [Elektronska pošta: INFO@BOHINJ-INFO.COM Telefon: (386)45746010] 
[name]MIHAEL VELKAVRH - SOBODAJALEC |[address]Soča, 84 |[city]Soča |[zipcode]5232 |[coordinates]46.3332928, 13.6851105 |[pref contact] [Elektronska pošta: odvetnik@velkavrh.eu Telefon: (386)41831517] 
[name]Oddajanje apartmajev Lara, Uroš Vavh s.p. |[address]Matteottijeva ulica, 13 |[city]Piran - Pirano |[zipcode]6330 |[coordinates]45.5251752, 13.5694612 |[pref contact] [GSM: 041 607 328] 
[name]SIBIR Podjetje za proizvodnjo, trgovino in storitve d.o.o. |[address]Cesta dveh cesarjev, 34 |[city]Ljubljana |[zipcode]1000 |[coordinates]46.0300315, 14.4918297 |[pref contact] [Telefon: 01 429 15 99, Telefaks: 01 429 12 24] 
[name]VERICA CEKLIN - SOBODAJALKA |[address]Stara Fužina, 142 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.288666, 13.894894 |[pref contact] [GSM: 031 855 227, Elektronska pošta: vera.ceklin@gmail.com] 
